ID,"SKOS:prefLabel ""es""","skos:definition ""es""","SKOS:prefLabel ""en""","SKOS:prefLabel ""en""","skos:definition ""en""",SKOS:ExactMatch,SKOS:CloseMatch,SKOS:broader,SKOS:narrower,dc:source,"skos:historyNote ""es""","skos:scopeNote ""es""",gml:lowerCorner,gml:upperCorner,owl:deprecated
PENSJU,Península San Julián,Península que forma y protege la Bahía San Julián en la costa de la provincia de Santa Cruz.,San Julián Peninsula,,Peninsula that forms and protects the San Julián Bay on the coast of Santa Cruz province.,https://www.openstreetmap.org/relation/1987157,,GEOFEATPENIN,,Definición adaptada de la toponimia de OpenStreetMap,,,-49.33 -67.76,-49.16 -67.62,FALSE
PENVAL,Península Valdés,"Accidente costero sobre el Mar Argentino en la provincia de Chubut, Argentina. Es un importante sitio de cría para mamíferos marinos y Patrimonio de la Humanidad.",Valdés Peninsula,,"A coastal feature on the Argentine Sea in the Chubut province, Argentina. It is an important breeding site for marine mammals and a World Heritage Site.",https://www.openstreetmap.org/relation/2703387,,GEOFEATPENIN,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.82 -65.10,-42.08 -63.58,FALSE
GEOFEATISLAND,Isla,Una porción de tierra completamente rodeada de agua.,Island,,A piece of land completely surrounded by water.,,,GEOFEATMARINE,"ISLBER
ISLANU
ISLEST
ISLPAJ
ISLGAM
ISLTDF
ISLLEO
ISLOBS
ISLPIN
ISLTOV
ISLTVT
ISLTRI
ISLGAV
ARCHMAL
ARCHSAN","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ISLBER,Isla Bermejo,"Isla ubicada en el estuario de Bahía Blanca, provincia de Buenos Aires.",Bermejo Island,,"Island located in the Bahía Blanca estuary, Buenos Aires province.",https://www.openstreetmap.org/relation/10992704,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.22 -62.00,-39.11 -61.83,FALSE
ISLANU,Isla de Año Nuevo,"Isla en el Archipiélago de Año Nuevo, al norte de la Isla de los Estados.",Año Nuevo Island,,"Island in the Año Nuevo Archipelago, north of Isla de los Estados.",https://www.openstreetmap.org/relation/7711392,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.74 -64.11,-54.73 -64.09,FALSE
ISLEST,Isla de los Estados,"Isla en el Atlántico Sur, separada de la Isla Grande de Tierra del Fuego por el Estrecho de Le Maire.",Isla de los Estados,,"Island in the South Atlantic, separated from Isla Grande de Tierra del Fuego by the Le Maire Strait.",https://www.openstreetmap.org/relation/2717381,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.94 -64.75,-54.71 -63.78,FALSE
ISLPAJ,Isla de los Pájaros,"Isla en el Golfo San José, provincia de Chubut, importante reserva de aves.",Isla de los Pájaros,,"Island in the San José Gulf, Chubut province, an important bird reserve.",https://www.openstreetmap.org/relation/5760463,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.39 -64.31,-42.38 -64.29,FALSE
ISLGAM,Isla Gama,"Isla en el Canal Beagle, cerca de Ushuaia, provincia de Tierra del Fuego.",Gama Island,,"Island in the Beagle Channel, near Ushuaia, Tierra del Fuego province.",https://www.openstreetmap.org/relation/7183422,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.84 -68.42,-54.83 -68.41,FALSE
ISLTDF,Isla Grande de Tierra del Fuego,"Isla principal del archipiélago de Tierra del Fuego, en el extremo sur de Sudamérica, compartida por Argentina y Chile.",Isla Grande de Tierra del Fuego,,"Main island of the Tierra del Fuego archipelago, at the southern tip of South America, shared by Argentina and Chile.",https://www.openstreetmap.org/relation/2708899,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-55.10 -70.00,-52.63 -65.06,FALSE
ISLLEO,Isla Leones,"Isla costera en la provincia de Chubut, parte del Parque Interjurisdiccional Marino Costero Patagonia Austral.",Leones Island,,"Coastal island in Chubut province, part of the Patagonia Austral Interjurisdictional Marine Coastal Park.",https://www.openstreetmap.org/relation/2733941,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.06 -65.61,-45.04 -65.59,FALSE
ISLOBS,Isla Observatorio,"Isla principal del Archipiélago de Año Nuevo, al norte de la Isla de los Estados.",Observatorio Island,,"Main island of the Año Nuevo Archipelago, north of Isla de los Estados.",https://www.openstreetmap.org/relation/7711391,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.65 -64.15,-54.64 -64.13,FALSE
ISLPIN,Isla Pingüino,"Isla costera en la provincia de Santa Cruz, núcleo de un Parque Interjurisdiccional Marino.",Pingüino Island,,"Coastal island in Santa Cruz province, the core of an Interjurisdictional Marine Park.",https://www.openstreetmap.org/relation/3170179,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.92 -65.73,-47.91 -65.71,FALSE
ISLTOV,Isla Tova,"Isla costera en la Ría Deseado, provincia de Santa Cruz.",Tova Island,,"Coastal island in the Ría Deseado, Santa Cruz province.",https://www.openstreetmap.org/relation/2791866826,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.88 -65.92,-47.86 -65.90,FALSE
ISLTVT,Isla Tovita,"Pequeña isla costera adyacente a la Isla Tova, en la Ría Deseado, provincia de Santa Cruz.",Tovita Island,,"Small coastal island adjacent to Isla Tova, in the Ría Deseado, Santa Cruz province.",https://www.openstreetmap.org/relation/2791866827,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.88 -65.90,-47.88 -65.89,FALSE
ISLTRI,Isla Trinidad,"Isla ubicada en el estuario de Bahía Blanca, provincia de Buenos Aires.",Trinidad Island,,"Island located in the Bahía Blanca estuary, Buenos Aires province.",https://www.openstreetmap.org/relation/10992703,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.36 -62.01,-39.22 -61.79,FALSE
ISLGAV,Islas de las Gaviotas,"Grupo de islas en el estuario de Bahía Blanca, provincia de Buenos Aires.",Gaviotas Islands,,"Group of islands in the Bahía Blanca estuary, Buenos Aires province.",https://www.openstreetmap.org/relation/11479502,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-38.92 -61.76,-38.89 -61.73,FALSE
ARCHMAL,Islas Malvinas,Archipiélago situado en el Océano Atlántico Sur sobre la plataforma continental de América del Sur.,Malvinas Islands,,Archipelago located in the South Atlantic Ocean on the South American continental shelf. Administered by the UK as the Falkland Islands.,https://www.geonames.org/3474414/falkland-islands-malvinas.html,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-52.52 -61.46,-51.27 -57.69,FALSE
ARCHSAN,Islas Sandwich del Sur,"Archipiélago subantártico deshabitado en el Océano Atlántico Sur, que forma parte del arco de las Antillas del Sur.",South Sandwich Islands,,"Uninhabited subantarctic archipelago in the South Atlantic Ocean, forming part of the South Antilles Arc.",https://www.geonames.org/3474415/south-sandwich-islands.html,,GEOFEATISLAND,,Definición adaptada de la toponimia de OpenStreetMap,,,-59.50 -28.25,-56.25 -25.50,FALSE
